concept_name,concept_synonym
"ascorbic acid(A실200ml중) 50mg, biotin(C실 3ml중) 0.051mg, calcium gluconate(칼슘으로서 0.168g) (B실 700ml중) 1.904g, cyanocobalamin(C실 3ml중) 5.01㎍, cysteine malate(as L-cysteine 0.2g) (A실200ml중) 0.31g, ergocalciferol (as vi","ascorbic acid (in 200ml of room A) 50mg, biotin (in 3ml of room C) 0.051mg, calcium gluconate (0.168g as calcium) (in 700ml of room B) 1.904g, cyanocobalamin (in 3ml of room C) 5.01㎍, cysteine ​​malate ( as L-cysteine ​​0.2g) (in 200ml of room A) 0.31g, ergocalciferol (as vi"
"aminoacetic acid(glycine) 2.304g(B액299.52ml중), calcium chloride 2H2O 0.288g(B액299.52ml중), glucose 11%(glucose anhydate 97.344g) 885.6ml(A액 885.6ml중), intralipid 20%(purified soybean oil 50.976g) 254.88ml(C액254.88ml중), L-alanine 4","aminoacetic acid (glycine) 2.304g (in 299.52ml of solution B), calcium chloride 2H2O 0.288g (in 299.52ml of solution B), glucose 11% (glucose anhydate 97.344g) 885.6ml (in 885.6ml of solution A), intralipid 20% (purified soybean oil 50.976g) 254.88ml (in 254.88ml C liquid), L-alanine 4"
"aminoacetic aicd 2140mg(A액200ml중), calcium gluconate 1792mg(B액800ml중), dextrose 120g(B액800ml중), L-alanine 1240mg(A액200ml중), L-arginine 1580mg(A액200ml중), L-aspartic acid 760mg(A액200ml중), L-cysteine 200mg(A액200ml중),","aminoacetic aicd 2140mg (in 200ml of solution A), calcium gluconate 1792mg (in 800ml of solution B), dextrose 120g (in 800ml of solution B), L-alanine 1240mg (in 200ml of solution A), L-arginine 1580mg (in 200ml of solution A) , L-aspartic acid 760mg (in 200ml of solution A), L-cysteine ​​200mg (in 200ml of solution A),"
"calcium chloride(2백) 1.2863g(A용액 2.5ℓ중), dextrose monohydrate(2백) 233.75g(A용액 2.5ℓ중), magnesium chloride(2백) 0.5083g(A용액 2.5ℓ중), sodium bicarbonate(2백) 1.05g(B용액 2.5ℓ중), sodium chloride(2백) 28.1975g(A용","calcium chloride (2 bags) 1.2863g (in 2.5 liters of solution A), dextrose monohydrate (2 bags) 233.75g (in 2.5 liters of solution A), magnesium chloride (2 bags) 0.5083g (in 2.5 liters of solution A), sodium bicarbonate (2 bags) 1.05g (in 2.5 liters of solution B), sodium chloride (2 bags) 28.1975g (for A)"
"beclomethasone dipropionate 12mg(0.1mg/회), formoterol fumarate dihydrate 0.72mg(6μg/회)","beclomethasone dipropionate 12mg (0.1mg/time), formoterol fumarate dihydrate 0.72mg (6μg/time)"
"(micronized)budesonide 80㎍/회, formoterol fumartate. 2H2O 2.25㎍/회","(micronized)budesonide 80㎍/time, formoterol fumartate. 2H2O 2.25㎍/time"
lactobacillus casei var. rhamnosus 25g(0.25g(2억개)/g),lactobacillus casei var. rhamnosus 25g (0.25g (200 million)/g)
"estradiol valerate 1mg/1정, medroxyprogesterone acetate 2.5mg/1정","estradiol valerate 1mg/1 tablet, medroxyprogesterone acetate 2.5mg/1 tablet"
"calcium chloride(2백) 0.514g/2ℓ, icodextrin(2백) 150g/2ℓ, magnesium chloride(2백) 0.102g/2ℓ, sod.lactate(2백) 9g/2ℓ, sodium chloride(2백) 10.8g/2ℓ","calcium chloride (2 bags) 0.514g/2ℓ, icodextrin (2 bags) 150g/2ℓ, magnesium chloride (2 bags) 0.102g/2ℓ, sod.lactate (2 bags) 9g/2ℓ, sodium chloride (2 bags) 10.8g /2l"
혈청중 젖산 탈수소 효소 활성 정량 검사,Quantitative test for lactate dehydrogenase activity in serum
fluticasone furoate(micronized) 3mg(0.1mg/회),fluticasone furoate (micronized) 3mg (0.1mg/time)
"calcium chloride 2H2O(C액 400ml) 0.296g, glucose monohydate(as glucose)(C액 400ml) 80g, glycine(B액400ml중) 2.268g, L-alanine(B액400ml중) 4.556g, L-arginine(B액400ml중) 2.532g, L-histidine(B액400ml중) 1.056g, L-isoleucine(B액400ml","calcium chloride 2H2O (400ml of solution C) 0.296g, glucose monohydate (as glucose) (400ml of solution C) 80g, glycine (in 400ml of solution B) 2.268g, L-alanine (in 400ml of solution B) 4.556g, L-arginine ( (in 400ml of solution B) 2.532g, L-histidine (in 400ml of solution B) 1.056g, L-isoleucine (in 400ml of solution B)"
혈청중 알카리포스파타제 활성 정량검사,Quantitative test for alkaline phosphatase activity in serum
"calcium chloride dihydrate 0.5145g(A액 1000mL중), dextrose monohydrate (as dextrose 45.46g)(A액 1000mL중), magnesium chloride hexahydrate 0.2033g(A액 1000mL중), sodium bicarbonate 5.88g(B액 1000mL중), sodium chloride 11.57g(A액 1000mL","calcium chloride dihydrate 0.5145g (in 1000mL of solution A), dextrose monohydrate (45.46g as dextrose) (in 1000mL of solution A), magnesium chloride hexahydrate 0.2033g (in 1000mL of solution A), sodium bicarbonate 5.88g (in 1000mL of solution B), sodium chloride 11.57g (solution A 1000mL"
"glucose monohydrate(as glucose 270g)(A액 750mL중), sodium dihydrogen phosphate dihydrate 4.68g(A액 750mL중), zinc acetate dihydrate 13.17mg(A액 750mL중), medium-chain triglycerides 37.5g(B액 375mL중), purified soybean oil 30g(B액 375mL","Glucose monohydrate (as glucose 270g) (in 750mL of solution A), sodium dihydrogen phosphate dihydrate 4.68g (in 750mL of solution A), zinc acetate dihydrate 13.17mg (in 750mL of solution A), medium-chain triglycerides 37.5g (in 375mL of solution B) ), purified soybean oil 30g (liquid B 375mL"
"aminoacetic acid 1.49g(A액300ml중), calcium chloride dihydrate 165.5mg(B액250ml중), dextrose 60g(B액250ml중), L-alanine 0.75g(A액300ml중), L-arginine 1.015g(A액300ml중), L-cysteine HCl monohydrate 0.025g(A액300ml중), L-histidine","aminoacetic acid 1.49g (in 300ml of solution A), calcium chloride dihydrate 165.5mg (in 250ml of solution B), dextrose 60g (in 250ml of solution B), L-alanine 0.75g (in 300ml of solution A), L-arginine 1.015g (in 300ml of solution A) (in 300ml of solution A), L-cysteine ​​HCl monohydrate 0.025g (in 300ml of solution A), L-histidine"
"calcium chloride 0.9189g(A용액1812.5ml중), dextrose 74.77g(A용액1812.5ml중), magnesium chloride hexahydrate 0.2538g(A용액1812.5ml중), sodium bicarbonate 10.49g(B용액3187.5ml중), sodium chloride 26.87g(B용액3187.5ml중), sodium lact","calcium chloride 0.9189g (in 1812.5ml of solution A), dextrose 74.77g (in 1812.5ml of solution A), magnesium chloride hexahydrate 0.2538g (in 1812.5ml of solution A), sodium bicarbonate 10.49g (in 3187.5ml of solution B), sodium chloride 26.87g (in 3187.5ml of solution B), sodium lact"
"(micronized)budesonide 160㎍/회, formoterol fumartate. 2H2O 4.5㎍/회","(micronized)budesonide 160㎍/time, formoterol fumartate. 2H2O 4.5㎍/time"
"L-alanine 7.328g(B액800ml중), L-arginine 4.96g(B액800ml중), L-aspartic acid  1.464g(B액800ml중), L-glutamic acid  2.528g(B액800ml중), glycine  3.512g(B액800ml중), L-histidine 3.016g(B액800ml중), L-isoleucine  2.528g(B액80","L-alanine 7.328g (in 800ml of solution B), L-arginine 4.96g (in 800ml of solution B), L-aspartic acid 1.464g (in 800ml of solution B), L-glutamic acid 2.528g (in 800ml of solution B), Glycine 3.512g (in 800ml of solution B), L-histidine 3.016g (in 800ml of solution B), L-isoleucine 2.528g (in 80ml of solution B)"
"calcium chloride(2백) 0.6431g(A용액 1.25ℓ중), dextrose monohydrate(2백) 41.25g(A용액 1.25ℓ중), magnesium chloride(2백) 0.2541g(A용액 1.25ℓ중), sodium bicarbonate(2백) 0.525g(B용액 1.25ℓ중), sodium chloride(2백) 14.0987g(","calcium chloride (2 bags) 0.6431g (in 1.25 liters of solution A), dextrose monohydrate (2 bags) 41.25g (in 1.25 liters of solution A), magnesium chloride (2 bags) 0.2541g (in 1.25 liters of solution A), sodium bicarbonate (2 bags) 0.525g (in 1.25 liters of solution B), sodium chloride (2 bags) 14.0987g ("
"budesonide(micronized) 9.6mg(80μg/회), formoterol fumarate dihydrate 0.27mg(2.25μg/회)","budesonide (micronized) 9.6mg (80μg/time), formoterol fumarate dihydrate 0.27mg (2.25μg/time)"
"aminoacetic acid 5950mg(A액500ml중), calcium chloride 413.75mg(B액500ml중), dextrose 250g(B액500ml중), L-alanine 3000mg(A액500ml중), L-arginine 4050mg(A액500ml중), L-cysteine HCl 100mg(A액500ml중), L-histidine 1200mg(A액500ml중","aminoacetic acid 5950mg (in 500ml of solution A), calcium chloride 413.75mg (in 500ml of solution B), dextrose 250g (in 500ml of solution B), L-alanine 3000mg (in 500ml of solution A), L-arginine 4050mg (in 500ml of solution A) ), L-cysteine ​​HCl 100mg (in 500ml of solution A), L-histidine 1200mg (in 500ml of solution A)"
"calcium chloride dihydrate 0.684g(B액924ml중), glucose monohydrate(as glucose 210.2g) 231g(A액550ml중), glycine 9.517g(B액924ml중), L-alanine 19.127g(B액924ml중), L-arginine 10.626g(B액924ml중), L-histidine 4.435g(B액924ml중), L-isoleuci","calcium chloride dihydrate 0.684g (in 924ml of solution B), glucose monohydrate (as glucose 210.2g) 231g (in 550ml of solution A), glycine 9.517g (in 924ml of solution B), L-alanine 19.127g (in 924ml of solution B), L-arginine 10.626g (in 924ml of solution B), L-histidine 4.435g (in 924ml of solution B), L-isoleuci"
"요중단백질,포도당,우로빌리노겐,빌리루빈,케톤체,잠혈,아질산염,비중,비타민씨,백혈구 동시검사용 시험지","Test strip for simultaneous testing of urinary protein, glucose, urobilinogen, bilirubin, ketone body, occult blood, nitrite, specific gravity, vitamin C, and white blood cells"
"calcium chloride(2백) 385.5mg/1.5ℓ, dextrose monohydrate(2백) 24.75g/1.5ℓ, magnesium chloride(2백) 76.5mg/1.5ℓ, sodium chloride(2백) 8.07g/1.5ℓ, sodium lactate(2백) 6.72g/1.5ℓ","calcium chloride (2 bags) 385.5mg/1.5ℓ, dextrose monohydrate (2 bags) 24.75g/1.5ℓ, magnesium chloride (2 bags) 76.5mg/1.5ℓ, sodium chloride (2 bags) 8.07g/1.5ℓ, sodium lactate (2 bags) 6.72g/1.5ℓ"
당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% 에탄올연조엑스(3.5→1) 405.4mg,"Angelica root, tree fruit, windbreak, sokdan, acacia, eucalyptus, euryeongseon, yukgye, jingyo, cheongung, cheonma, safflower 25% ethanol soft extract (3.5 → 1) 405.4mg"
혈청중 젖산 탈수소 효소 활성 정량검사,Quantitative test for lactic acid dehydrogenase activity in serum
"요증 포도당, 단백질 동시 검사용 시험지",Test strip for simultaneous glucose and protein testing for urinary symptoms
"ceftriaxone sodium(바이알) 500mg, sodium chloride(0.9%) 900mg/100ml","ceftriaxone sodium (vial) 500mg, sodium chloride (0.9%) 900mg/100ml"
"혈청,뇨중의 아밀라제 효소성분 정럄검사용 시약",Reagent for determination of amylase enzyme components in serum and urine
"cefmetazole sodium(바이알) 1g, sodium chloride(0.9%) 900mg/100ml","cefmetazole sodium (vial) 1g, sodium chloride (0.9%) 900mg/100ml"
fluticasone furoate(micronized) 6mg(0.2mg/회),fluticasone furoate (micronized) 6mg (0.2mg/time)
fentanyl citrate (as fentanyl 8mg(0.2mg/회)),fentanyl citrate (as fentanyl 8mg (0.2mg/time))
CA-15-3의 정량 검사,Quantitative testing of CA-15-3
"olodaterol hydrochloride (as olodaterol 1.02mg (5μg/회)), tiotropium bromide monohydrate (as tiotropium 1.02mg (5μg/회))","olodaterol hydrochloride (as olodaterol 1.02mg (5μg/time)), tiotropium bromide monohydrate (as tiotropium 1.02mg (5μg/time))"
glycopyrronium bromide (as glycopyrronium 1.5mg(50μg/캡슐)),glycopyrronium bromide (as glycopyrronium 1.5mg (50μg/capsule))
"budesonide(micronized) 9mg(0.15mg/회), salmeterol xinafoate (as salmeterol 1.5mg(25μg/회))","budesonide (micronized) 9mg (0.15mg/time), salmeterol xinafoate (as salmeterol 1.5mg (25μg/time))"
"calcium chloride(2백) 385.5mg/1.5ℓ, dextrose(2백) 24.75g/1.5ℓ, magnesium chloride(2백) 153mg/1.5ℓ, sodium chloride(2백) 8.679g/1.5ℓ, sodium lactate solution(2백) 11.7705g/1.5ℓ","calcium chloride (2 bags) 385.5mg/1.5ℓ, dextrose (2 bags) 24.75g/1.5ℓ, magnesium chloride (2 bags) 153mg/1.5ℓ, sodium chloride (2 bags) 8.679g/1.5ℓ, sodium lactate solution ( 2 bags) 11.7705g/1.5ℓ"
혈청중 크레아치닌 정량검사,Quantitative test for creacinine in serum
혈청중 빌리루빈 정량 검사,Serum bilirubin quantitative test
혈청등의 포도당 정량검사 시약,"Glucose quantitative test reagent for serum, etc."
"fluticasone furoate(micronized) 3mg(100μg/회), umeclidinium bromide(micronized) (as umeclidinium 1.875mg(62.5μg/회)), vilanterol trifenatate(micronized) (as vilanterol 0.75mg(25μg/회))","fluticasone furoate (micronized) 3mg (100μg/time), umeclidinium bromide (micronized) (as umeclidinium 1.875mg (62.5μg/time)), vilanterol trifenatate (micronized) (as vilanterol 0.75mg (25μg/time))"
요중 단백질 검사용 시험지,Test strip for urinary protein test
사람유래 피부각질세포 2 X 10(7)개 이상/56㎠,Human-derived skin keratinocytes 2
"요중, 포도당, 케톤체 동시 검사용 시험지","Test strip for simultaneous testing of urine, glucose, and ketone bodies"
"acetylcysteine(상실액300ml중) 0.4g, ascorbic acid(소실액4ml중) 50mg, biotin(소실액 4ml중) 30㎍, calcium chloride(하실액696ml중) 0.37g, cholecalciferol(소실액4ml중) 2.5㎍, cyanocobalamin(하실액 696ml중) 2.5㎍, folic a","acetylcysteine ​​(in 300ml of loss fluid) 0.4g, ascorbic acid (in 4ml of loss fluid) 50mg, biotin (in 4ml of loss fluid) 30㎍, calcium chloride (in 696ml of loss fluid) 0.37g, cholecalciferol (in 4ml of loss fluid) 2.5㎍, cyanocobalamin (in 696ml of fluid) 2.5㎍, folic a"
"aminoacetic acid 5350mg(A액250ml중), calcium chloride dihydrate 207mg(B액250ml중), dextrose 125mg(B액250ml중), L-alanine 1550mg(A액250ml중), L-arginine 1975mg(A액250ml중), L-asparaginic acid 950mg(A액250ml중), L-glutamic acid 162","aminoacetic acid 5350mg (in 250ml of solution A), calcium chloride dihydrate 207mg (in 250ml of solution B), dextrose 125mg (in 250ml of solution B), L-alanine 1550mg (in 250ml of solution A), L-arginine 1975mg (in 250ml of solution A) ), L-asparaginic acid 950mg (in 250ml solution A), L-glutamic acid 162"
"aminoacetic acid(glycine) 1.536g(B액199.68ml중), calcium chloride 2H2O 0.192g(B액199.68ml중), glucose 11%(glucose anhydate 64.896g) 590.4ml(A액590.4ml중), intralipid 20%(purified soybean oil 33.984g) 169.92ml(C액169.92ml중), L-alanine 3.","aminoacetic acid (glycine) 1.536g (in 199.68ml of solution B), calcium chloride 2H2O 0.192g (in 199.68ml of solution B), glucose 11% (glucose anhydate 64.896g) 590.4ml (in 590.4ml of solution A), intralipid 20% (purified soybean oil 33.984g) 169.92ml (in C liquid 169.92ml), L-alanine 3."
fentanyl citrate (as fentanyl 1mg(50μg/회)),fentanyl citrate (as fentanyl 1mg (50μg/time))
pegvisomant 20mg(20mg/병),pegvisomant 20mg (20mg/bottle)
"aminoacetic acid(glycine) 8.24g(B액800ml중), Calcium chloride 0.528g(C액 800ml중), glucose 40%(glucose anhydate 320g) 352g(C액 800ml중), intralipid 20%(purified soybean oil 80g) 400ml(A액400ml중), L-alanine 16.56g(B액800ml중), L-argini","aminoacetic acid (glycine) 8.24g (in 800ml of solution B), calcium chloride 0.528g (in 800ml of solution C), glucose 40% (glucose anhydate 320g) 352g (in 800ml of solution C), intralipid 20% (purified soybean oil 80g) 400ml (in 400ml solution A), L-alanine 16.56g (in 800ml solution B), L-argini"
"calcium chloride dihydrate 0.22g(A액300ml중), glucose monohydrate (as glucose 67.34g)(B액518ml중), glycine 3.3g(A액300ml중), L-alanine 4.2g(A액300ml중), L-arginine 3.6g(A액300ml중), L-histidine 0.9g(A액300ml중), L-isoleucine 1.5g","calcium chloride dihydrate 0.22g (in 300ml solution A), glucose monohydrate (as glucose 67.34g) (in 518ml solution B), glycine 3.3g (in 300ml solution A), L-alanine 4.2g (in 300ml solution A), L -arginine 3.6g (in 300ml of solution A), L-histidine 0.9g (in 300ml of solution A), L-isoleucine 1.5g"
"micronized fluticasone furoate 3mg (100㎍/회), micronized vilanterol trifenatate (as vilanterol 0.75mg (25㎍/회))","micronized fluticasone furoate 3mg (100㎍/time), micronized vilanterol trifenatate (as vilanterol 0.75mg (25㎍/time))"
"calcium chloride(2백) 0.3657g(A용액 1ℓ중), dextrose monohydrate(2백) 50g(A용액 1ℓ중), magnesium chloride 6H2O(2백) 0.2033g(A용액 1ℓ중), sodium bicarbonate(2백) 0.42g(B용액 1ℓ중), sodium chloride(2백) 11.279g(A용액 1ℓ","calcium chloride (2 bags) 0.3657g (in 1 liter of solution A), dextrose monohydrate (2 bags) 50g (in 1 liter of solution A), magnesium chloride 6H2O (2 bags) 0.2033g (in 1 liter of solution A), sodium bicarbonate (2 bags) ) 0.42g (in 1 liter of solution B), sodium chloride (2 bags) 11.279 g (in 1 liter of solution A)"
polysaccharide iron complex(Fe로서50mg) 108.7mg,polysaccharide iron complex (50mg as Fe) 108.7mg
fentanyl citrate (as fentanyl 1mg(0.1mg/회)),fentanyl citrate (as fentanyl 1mg (0.1mg/time))
"혈청,혈장또는 양수증의 AFP검출","AFP detection in serum, plasma or amniotic fluid"
"현호색,견우자(5:1) 50% 에탄올 연조엑스(9.5~11.5→1) 30mg","Corydalis, Corydalis (5:1) 50% ethanol soft extract (9.5~11.5→1) 30mg"
상황균사체엑스 550mg,Sanghang Mycelium Ex 550mg
"위령선, 괄루근, 하고초 30% ethanol ext. 0.2g","Uryeongseon, peroru root, hagocho 30% ethanol ext. 0.2g"
human immunoglobulin(플라스민처리) 1.65g,human immunoglobulin (plasmin treated) 1.65g
"calcium chloride 0.9923g/1ℓ(A분획), dextrose anhydrate 4.5g/1ℓ(A분획), magnesium chloride hexahtdrate 0.4574g/1ℓ(A분획), sodium bicarbonate 13.797g/3.5ℓ(B분획), sodium chloride 20.454g/3.5ℓ(B분획), sodium chloride 6.764g/1","calcium chloride 0.9923g/1ℓ (fraction A), dextrose anhydrate 4.5g/1ℓ (fraction A), magnesium chloride hexahedrate 0.4574g/1ℓ (fraction A), sodium bicarbonate 13.797g/3.5ℓ (fraction B), sodium chloride 20.454g /3.5ℓ (B fraction), sodium chloride 6.764g/1"
beclomethasone dipropionate 20mg(0.1mg/회),beclomethasone dipropionate 20mg (0.1mg/time)
"calcium chloride 2H2O(C액400ml) 0.296g, glucose monohydate(as glucose)(C액400ml) 160g, glycine(B액400ml중) 4.12g, L-alanine(B액400ml중) 8.28g, L-arginine(B액400ml중) 4.6g, L-histidine(B액400ml중) 1.92g, L-isoleucine(B액400ml중) 2","calcium chloride 2H2O (400ml of solution C) 0.296g, glucose monohydate (as glucose) (400ml of solution C) 160g, glycine (in 400ml of solution B) 4.12g, L-alanine (in 400ml of solution B) 8.28g, L-arginine ( (in 400ml of solution B) 4.6g, L-histidine (in 400ml of solution B) 1.92g, L-isoleucine (in 400ml of solution B) 2"
