concept_name,concept_synonym
VERSAFLEX DISPOSABLE PH CATHETER(2 CHANNEL),VERSAFLEX 일회용 PH 카테터(2채널)
DOUBLE GARD SUBCLAVIAN HEMODIALYSIS CATHETER,더블 가드 쇄골하 혈액투석 카테터
DYFLEX SPECIAL SCREW SYSTEM-FLEXIBLE ROD,DYFLEX 특수 스크류 시스템-플렉시블 로드
IS SOLID ABUTMENT,견고한 어버트먼트입니다
BRAVO PH MONITORING SYSTEM,BRAVO PH 모니터링 시스템
"INNO FIXTURE(EXT, N/M, RBM)","INNO FIXTURE(EXT, N/M, RBM)"
COROFLEX ISAR,코로플렉스 이자르
MINI RAIL SYSTEM,미니 레일 시스템
DTPS Ⅱ SYSTEM SCREW SET,DTPS Ⅱ 시스템 나사 세트
XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT SYSTEM,XIENCE XPEDITION EVEROLIMUS 용출 관상동맥 스텐트 시스템
I.V FLOW CONTROL LINE PUR,IV 흐름 제어 라인 PUR
HUMAN DRAINAGE CATHETER,인간 배수 카테터
25 GAUGE ENDOPROBE,25게이지 내시경
G.S GUIDE WIRE,GS 가이드 와이어
TI MESH5,TI 메쉬5
MDL BMB NEEDLE,MDL BMB 바늘
ENITRA SR-T,에니트라 SR-T
MINI ACCESS KIT HAIR WIRE,미니 액세스 키트 헤어 와이어
OTN(OSTEO THREAD NEEDLE),OTN(OSTEO 실바늘)
MULTIPLE EXTERNAL FIXATOR (HYBRID TYPE),다중 외부 고정 장치(하이브리드 유형)
TENDON SPACER,힘줄 스페이서
EPISTAX,에피스타스
EMBLEM S-ICD SUBCUTANEOUS ELECTRODE,엠블럼 S-ICD 피하 전극
NEMOA FLEX(SOFT CAST),네모아 플렉스(소프트캐스트)
DRIPASSIST TUBING SET(0.2㎛),DRIPASSIST 튜빙세트(0.2μm)
VARIAX ANATOMICAL LOCKING ELBOW PLATE(STERILE),VARIAX 해부학적 잠금 팔꿈치 플레이트(멸균)
VERSYS CRC HIP STEM (REVISION),VERSYS CRC 힙 스템(개정)
HONEY RUN CONTINUOUS,계속되는 허니런
N-CIRCLE NITINOL TIPLESS STONE EXTRACTOR,N-CIRCLE 니티놀 팁리스 스톤 추출기
TWIST TRACHEAL CANNULA WITH SPEECH VALVE,음성 밸브가 있는 트위스트 기관 캐뉼라
STARFISH NS(NON-STERNOTOMY) HEART POSITIONER,불가사리 NS(비흉골절개술) 심장 포지셔너
ANTERIOR TIBIALIS TENDON,앞경골힘줄
LEPORT,레포트
ZNN CM NAIL SET,ZNN CM 네일 세트
REINFORCED TRACHEOSTOMY TUBE WITH CUFF,커프가 있는 강화된 기관절개 튜브
INLAY PIGTAIL STENT,인레이 피그테일 스텐트
TA DST,DST의
NITI-S ESOPHAGEAL COVERED STENT PROXIMAL RELEASE STENT,NITI-S 식도 커버형 스텐트 근위부 방출 스텐트
OP SITE FLEXIGRID,FLEXIGRID 사이트에서
INTERNAL NASAL SPLINT,내부 비강 부목
BIATAIN ALGINATE AG,알지네이트 비타민 AG
DISPOSABLE LEAD WIRE ELECTRODES,일회용 리드선 전극
OPS CANCELLOUS SCREW,OPS 취소 나사
4CIS PEEK ALIF CAGE(STERILE),4CIS PEEK ALIF 케이지(멸균)
POLYMEN ADHESIVE CLOTH-BACKED DRESSING,POLYMEN 접착 천을 덧댄 드레싱
VARIAX ANATOMICAL LOCKING CLAVICLE PLATE,VARIAX 해부학적 잠금 쇄골판
CALZA ANTI-TROMBO,넘어짐 방지 양말
RAPIDSTOP,급정지
DYNASTAR,다이나스타
IU ANGLED ABUTMENT NON HEX,IU 각진 어버트먼트 비헥스
VT1,VT1
SAFELOCK INFUSION SET,SAFELOCK 주입 세트
NUOSS CANCELLOUS GRANULES,NUOSS 취소성 과립
GT GUIDE WIRE,GT 가이드 와이어
WHOLE PATELLA TENDON,슬개골 힘줄 전체
SALTO MOBILE VERSION TIBIAL COMPONENT,SALTO 모바일 버전 경골 구성 요소
SAFE FUSION(REGULATOR),안전한 융합(조절기)
ENDURON PE LINER,엔듀론 PE 라이너
AEQUALIS HEMI SHOULDER SYSTEM,EQUAL 헤미 숄더 시스템
UCSS(UNIVERSAL CANNULATED CORTICAL BONE SCREW),UCSS(범용 캐뉼러형 피질골 나사)
PENTA LEAD,펜타리드
"TIBIAL NAIL, CANNULATED","경골 손톱, 캐뉼러형"
LATITUDE HEMI ELBOW SYSTEM,LATITUDE 헤미 엘보우 시스템
ZNN FEMORAL NAIL,ZNN 대퇴 네일
CHRON OS β-TCP WEDGE HALF ROUND (13°),CHRON OS β-TCP 웨지 하프 라운드(13°)
DBS LEAD,DBS 리드
ESOPHAGEAL DILATORS,식도 확장기
QUINTON GUIDE WIRE,퀸톤 가이드 와이어
DEPUY DURALOC ENDURON POLY LINER,DEPUY DURALOC ENDURON 폴리 라이너
EPIPHYSEAL STAPLE,골단 스테이플
TYCHE EXPANDERBLE CAGE,타이키 확장형 케이지
CPS SCREW SET,CPS 나사 세트
MDM X3,MDM X3
SUTURE SILK BLACK,슈처 실크 블랙
MEDISTAR BANDAGE COMPRESSION STOCKING,MEDISTAR 붕대 압축 스타킹
ECG ELECTRODE,심전도 전극
NITI-S BILIARY STENT,NITI-S 담즙 스텐트
RECONSTRUCTION(STRAIGHT) LOCKING PLATE,재구성(직선) 잠금 플레이트
HEAD GEAR COVER,헤드기어 커버
SDH INTRALUMINAL CIRCULAR CUTTER,SDH 관내 원형 커터
TRAXCESS 14 GUIDEWIRE,TRAXCESS 14 가이드와이어
GLOBAL SPINAL FIXATION SYSTEM - DOMINO CONNECTOR,전역 척추 고정 시스템 - 도미노 커넥터
MARCON-HABER VARICES INJECTORS,MARCON-HABER VARICES 인젝터
MEGA5.5 SPINE ROD,MEGA5.5 척추 막대
W ANGLED ABUTMENT,W 각진 어버트먼트
GKP-KIT-T2,GKP-KIT-T2
APIS 2.7MM CORTICAL SCREW,APIS 2.7MM 피질 나사
LNK DLIF PEEK CAGE,LNK DLIF PEEK 케이지
DURICO SURGICAL RAZOR,두리코 수술용 면도기
ILIAD SPINAL SYSTEM TRANSVERSE CONNECTOR,일리아드 척추 시스템 횡단 커넥터
ANGLED ABUTMENT Ⅲ,앵글 어버트먼트 Ⅲ
RAST,이벤트
RAST KIT T2,래스트 키트 T2
KORA SPINAL SYSTEM-SCREW SET,코라 척추 시스템-나사 세트
ELLIPSE VR,엘립스VR
SIMPLELINE II ABUTMENT( SCA ABUTMENT ),SIMPLELINE II Abutment( SCA 어버트먼트 )
HERCULES SP COLORECTAL,헤라클레스 SP 대장직장
WATERJET APPLICATOR,워터젯 어플리케이터
DRY,마른
CARE SPLINT EZ,누가 EZ를 부수는가
VERTEX SELECT RECONSTRUCTION SYSTEM-OCCIPITAL PLATE,정점 선택 재구성 시스템-후두판
HI-TORQUE PILOT GUIDE WIRE WITH HYDROCOAT HYDROPHILIC COATING,하이드로코트 친수성 코팅 처리된 하이 토크 파일럿 가이드 와이어
BONEMEDIK-S,본메딕-S
SUBMERGED Ⅱ FIXTURE,서브머지드 Ⅱ 고정물
I.V FILTER,IV 필터
DISTAL ULNA PLATE,원위 척골판
CPM,CPM
MINI VOLUME LINE PUR,미니 볼륨 라인 PUR
POSEIDON OCP ROD,포세이돈 OCP 로드
H.T.O WEDGE PLATE,HTO 웨지 플레이트
BRONCHO SINGLE USE CYTOLOGY BRUSH,기관지 일회용 세포학 브러시
CELSITE PICC-CEL SL,셀사이트 PICC-CEL SL
HEART SYNC ELECTRODE,심장 동기화 전극
COMFORTEC PLUS PH PROBE(2 PH CHANNEL),COMFORTEC PLUS PH 프로브(2PH 채널)
TS TROCAR,TS 스위치
DISPOSABLE ENDOBAG,일회용 엔도백
MEDIVEN THROMBEXIN 21,메디븐 트롬벡신 21
REVISION STEM,개정 줄기
CAPSTONE CONTROL,캡스톤 제어
BONE ACCESS NEEDLE,뼈 접근 바늘
MAXI PLATE CHIN,맥시 플레이트 친
ADVANCE TIBIAL INSERT,고급 경골 삽입물
NCV CATHETER,NCV 카테터
SYNO SPINE SCREW SET,SYNO 척추 나사 세트
ALPHA DURASUL HOODED INSERT,ALPHA DURASUL 후드 인서트
DUCTO-EASY CANNULA ASSY,DUCTO-EASY 캐뉼라 어셈블리
SMARTSITE MINI-VOLUME EXTENSION,SMARTSITE 미니 볼륨 확장
HUMAN BONE - HEMI HUMERUS CYLINDRICAL BONE SHAFT,인간의 뼈 - 상완골 상완골 원통형 뼈 샤프트
SOLID ABUTMENT Ⅱ,솔리드 어버트먼트 Ⅱ
VITRODE L,비트로드 L
FEMUR CONDYLE HEMI,대퇴골 과상 헤미
AUTOCUFF ETT,오토커프 1
COLLA-DM,콜라-DM
SHER-I-BRONCH ENDOBRONCHIAL TUBES,SHER-I-BRONCH 기관지내관
CONMED GOLD LINE DISPOSABLE PENCILS &ELECTRODES,CONMED GOLD LINE 일회용 연필 및 전극
MANAN ONCOLOGY NEEDLE,마난 종양학 바늘
ENDOTRACHEAL TUBE STANDARD CUFFED,기관내관 표준 커프형
EXTERNAL FIXATOR ORTHOFIX PROCALLUS,외부 고정 장치 Orthofix procallus
AMIIA RAPID EXCHANGE BALLOON CATHETER,AMIIA 신속 교환 풍선 카테터
EVERCROSS PTA DILATATION CATHETER,EVERCROSS PTA 확장 카테터
INTELLANAV MIFI OPEN-IRRIGATED CATHETER,INTELLANAV MIFI 개방형 관개 카테터
MUTARS GENUX MK FB PE INSERT,삽입 시 MUTARS GENUX MK FB
HCO WASHER,HCO 세탁기
NON HEXA MAGIC ABUTCOPING(TRANSFER TYPE),NON HEXA MAGIC ABUTCOPING(전송 유형)
TS CA FIXTURE,TS CA 고정물
CARAVEL,캐러벨
ENDOTRACHEAL TUBE WIRE NO/CUFF,기관내 튜브 와이어 번호/커프
RAPTORMITE PK,랩터마이트 PK
COHESIVE SEALS-S,응집력 있는 씰-S
PERIARTICULAR LOCKING PROXIMAL ULNA PLATE,관절 주위 잠금 근위 척골 플레이트
ACTIVA PC IMPLANTABLE NEUROSTIMULATION SYSTEM-STRETCH COIL EXTENSION KIT,ACTIVA PC 이식형 신경자극 시스템-스트레치 코일 연장 키트
MULTI FIX LOCKING CANNULATED SCREW,다중 고정 잠금 관형 나사
SIM CLAVICLE LOCKING PLATE,SIM 쇄골 잠금 플레이트
CLEANLANT(INT)-RBM,세정제(INT)-RBM
PROTECTA XT-DR,프로텍타 XT-DR
FOREIGN-BODY REMOVING FORCEPS,이물질 제거 겸자
SUTURE WIRE,봉합선
"VERSYS HA/TCP TAPER HIP STEM(FIBER METAL, ENHANCED)","VERSYS HA/TCP 테이퍼 힙 스템(섬유 금속, 강화)"
SST HUMERUS NAIL SET,SST 상완골 네일 세트
PERFIX PLUG,퍼픽스 플러그
PC12,PC12
"HANKILTECH, CANNULATED SCREW","한킬텍, 캐뉼러 스크류"
TWINFIX ULTRA TI,트윈픽스 울트라 TI
PEAK PLIF CAGE,피크 플리프 케이지
PALINDROME PEEL AWAY SHEATH,팔린드롬 껍질 벗기기 칼집
CORTICAL SCREW,피질 나사
BIOTEX-4,바이오텍스-4
ALLOBONE (RADIUS WHOLE),알로본(반경 전체)
CANNULATED CONICAL SCREW,관형 원추형 나사
MINI VOLUME LINE(S2),미니 볼륨라인(S2)
OGIVAL INTERBODY CAGE,OGIVAL 인터바디 케이지
HM CAST,HM 캐스트
APIS CANNULATED SCREW,APIS 캐뉼러 나사
"MITROFLOW AORTIC PERICARDIAL HEART VALVE, CROWN PRTAORTIC PERICARDIAL HEART VALVE","MITROFLOW 대동맥 심낭 심장 판막, 크라운 대동맥 심낭 심장 판막"
POLLY FIXATION PLATE,폴리 고정판
BIO PLUG,바이오 플러그
CROWN TROCAR(BLADELESS TYPE),크라운 트로카(블레이드리스형)
INSERBONE,인저본
NITREX GUIDE WIRES,NITREX 가이드 와이어
ZEST PLIF CAGE,제스트 플리프 케이지
ALLOTENDON(GRACILIS TENDON),ALLOTENDON(그라실리스 텐돈)
CARELINE LEG BAG-NON STERILE,CARELINE 레그백 - 비멸균
"XM-CLGMC FEMORAL COMPONENT(PS TYPE, CR TYPE)","XM-CLGMC 대퇴부 구성요소(PS 유형, CR 유형)"
BASX BLADELESS TROCAR 5LT SET,BASX 무검 트로카 5LT 세트
SENTUS OTW BP,OTW BP 느낌이 날 것 같아요
LUMIVAC,눈이 내리는 물
HUMAN BONE - TIBIALIS TENDON,인간의 뼈 - 경골근 힘줄
CENTION N SYSTEM KIT,CENTION N 시스템 키트
CORE CERVICAL CAGE,핵심 경추 케이지
ULTRA CARBON RING FIXATOR,울트라 카본 링 고정 장치
GENOSS LUMBAR PEDICLE SCREW SET-SCREW,GENOSS 요추 척추경 나사 고정 나사
AUTOFUSER S PCA,오토퓨저 S PCA
ARROW INTRA-AORTIC BALLOON CATHETER,화살표 대동맥 내 풍선 카테터
OCCLUDER URINARY TRACT OCCLUSION BALLOON CATHETER,폐색기 요로 폐색 풍선 카테터
ELECTROSURGICAL BLADE EXTENDED ELECTRODE,전기수술용 블레이드 확장 전극
POLARIS HALF PIN,폴라리스 하프핀
REACH LINEAR CUTTING STAPLERS,REACH 선형 절단 스테이플러
SPERO CROSS LINK SET,스페로 크로스링크 세트
U2 ACETABULAR CUP LINER,U2 비구 컵 라이너
CEMENTED ABUTMENT Ⅳ,시멘트 어버트먼트 IV
EAGLE-PORT,이글포트
ROBO SPLINT ROLL A,로보 스플린트 롤 A
TENDERWET 24 SQUARE,텐더웻 24스퀘어
ALVISION CARDIOVASCULAR ANGIOGRAPHIC CATHETER,ALVISION 심혈관 조영술 카테터
SMALL FASTAK SUTURE ANCHOR W/FIBERWIRE,광섬유 와이어가 포함된 소형 FASTAK 봉합 앵커
STOMA IRRIGATOR DRAIN,장루 세척기 배수
REX CERVICAL PLATE SYSTEM,REX 경추판 시스템
OSTEO-SITE BONE BIOPSY NEEDLE,골 부위 뼈 생검 바늘
MEDICSPUMP TUBING SET,메딕스펌프 튜브 세트
MACROSORB,매크로솔브
DYNAMIC MOTION LOCKING SCREW,동적 모션 잠금 나사
CORTICAL SELF TAPPING SCREW,피질 셀프 태핑 나사
LIBERTE MONORAIL CORONARY STENT SYSTEM,LIBERTE 모노레일 관상동맥 스텐트 시스템
TITANIUM MESH,티타늄 메쉬
SURGITIE,수술
DUET SUTURE ANCHOR WITH HI-FI,HI-FI 기능을 갖춘 듀엣 봉합 앵커
FRP FIXTURE,FRP 고정물
LCP METAPHYSEAL PLATE-NARROW,LCP 형간판-좁음
LIBERA SPINAL FIXATION SYSTEM ROD,LIBERA 척추 고정 시스템 로드
BONE-XB,BONE-XB
"CMA, TIBIAL BASEPLATE","CMA, 경골 베이스플레이트"
PREMI CATHETER,카테터 상
NEO MUCOSAL ACTIVATOR,신점막 활성제
PRECISION II IMPLAMT,정밀 II 임팩트
EFFLO-PCA,EFFLO-PCA
ANGLED ABUTMENT [EZ/ME],앵글드 어버트먼트 [EZ/ME]
VASCU-GUARD,VASCU-가드
ENDO SUCTION,엔도 석션
ALLOSPINE (ULNA RING W/ CANCELLOUS),동척(취소된 척골 고리)
ARTEC MICRO CATHETER,ARTEC 마이크로 카테터
MEDICSPUMP BAG,메딕펌프백
A PLUS MICRO GUIDE WIRE,플러스 마이크로 가이드 와이어
FORAMEN OVALE ELECTRODE WITH TECH-ATTACH CONNECTIONS,테크 어태치 연결부가 있는 구멍 난형 전극
SILICONE PUNCTUM PLUG,실리콘 포인트 플러그
EGIS FLOWER BILIARY PARTIAL COVER STENT,이지스 플라워 담즙 부분 커버 스텐트
CRESCENT TITANIUM,초승달 티타늄
BIOCOVER,바이오커버
NEURO PLATE 2X4,신경판 2X4
JACK,잭
MOSAICPLASTY AUTOGENOUS OSTEOCHONDRAL TRANSPLANTATION SYSTEM,모자이크성형술 자가 골연골 이식 시스템
DHS PLATE SET WITH BLADE,DHS 플레이트 세트(블레이드 포함)
MEGA SPINE AXIAL ROD CONNECTOR,메가 척추 축 로드 커넥터
INTICA VR-T DX & RIVACOR VR-T DX,인티카 VR-T DX &amp; 리바코르 VR-T DX
EF LINE FILTER(1.2㎛),EF LINE FILTER(1.2㎛)
TURNPIKE LP,턴파이크 LP
BRIO PTCA BALLOON CATHETER,BRIO PTCA 풍선 카테터
DISPOSABLE SPO2 SENSOR 200,일회용 SPO2 센서 200
SEQUENT Ⅱ PTCA BALLOON CATHETER,SEQUENT Ⅱ PTCA 풍선 카테터
INFUSE-A-PORT VASCULAR ACCESS PORT WITH INTRODUCER,소개자가 있는 INFUSE-A-PORT 혈관 접근 포트
WELL-POINT RF ELECTRODE,웰 포인트 RF 전극
"HANKILTECH, QUARTER TUBULAR PLATE 2.7","한일텍, 쿼터 튜블러 플레이트 2.7"
ANYPLUS TLIF PEEK CAGE,애니플러스 TLIF PEEK 케이지
ILIZAROV WIRE PIN,ILIZAROV 와이어 핀
VASCULAR GORE-TEX REMOVABLE RING GRAFT,혈관 GORE-TEX 탈착식 링 이식
DUPLEX ABUTMENT[ATICON],듀플렉스 어버트먼트[아티콘]
DISPOSABLE VARICES INJECTOR,일회용 정맥류 주입기
INOCTA ABUTMENT (INT),이녹타 어버트먼트(INT)
SHER I BRONCH ENDOBRONCHIAL TUBE,SHER I 기관지 기관지관
OFF SET CONNECTOR,오프 세트 커넥터
MUTARS CONNECTING PART,뮤타르 연결부
MICRUSPHERE SPHERICAL CERECYTE COIL,MICRUSPHERE 구형 CERECYTE 코일
ULTRATHANE STRAIGHT DRAIN DRAINAGE CATHETER,ULTRATHANE 직선 배수 배수 카테터
AGILON STANDARD TOTAL SHOULDER SYSTEM,AGILON 표준 토탈 숄더 시스템
RECONSTRUCTION CURVED PLATE,재구성 곡판
INTRAORAL DISTRACTOR(RAMUS),구강 내 방해 장치(RAMUS)
COMPRESSION STOCKING,압축 스타킹
ATICON INTERNAL FIXTURE,ATICON 내부 고정 장치
DEEP BRAIN STIMULATION SYSTEM,뇌심부 자극 시스템
PHIL SPLINT,필 스플린트
ARCH LAMINOPLASTY PLATE,아치 라미노플라스티 플레이트
MBCP GRANULES,MBCP 과립
HEMOPATCH,헤모패치
GELWEAVE VALSALVA,겔위브 발살바
ADHESIVE DRESSING,접착드레싱
BARO 1.2 FILTER SET,바로 1.2 필터 세트
SUTURE ETHIBOND,봉합사 에티본드
SWAN-GANZ CCOMBO SV02 CATHETER,SWAN-GANZ CCOMBO SV02 카테터
PJ,PJ
INNO-VAC-400S SET,INNO-VAC-400S 세트
VASCULAR ACCESS SHEATH,혈관 접근 덮개
SIM DCP LOCKING PLATE,SIM DCP 잠금 플레이트
GAMMA LOCKING NAIL SET,감마 잠금 네일 세트
CONE PROSTHESIS STEM,콘 보철물 줄기
MAGICORE S,매직코어S
SPIRITUS,영혼
OGEE CUP,오지 컵
EXFEEL EXTERNAL FIXTURE [EX],EXFEEL 외부 고정 장치 [EX]
WOUND RETRACTOR,상처 견인기
KORA 250 SR/ENO SR/TEO SR/OTO SR,코라 250 SR/ENO SR/TEO SR/OTO SR
FLEXIPATH TROCAR,플렉시패스 트로카
POLARUS MODULAR SHOULDER SYSTEM,POLARUS 모듈러 숄더 시스템
MEGA SUTURE ANCHOR PLUS,메가 봉합 앵커 플러스
ANGLED,각진
HEMODIALYSIS GUIDE WIRE,혈액투석 가이드 와이어
PERFLUORON,퍼플루오론
SMESH,스메쉬
SUTURE LAPLOOP,봉합사 랩루프
WOUND ULCER KIT,상처 궤양 키트
EDEN SPINAL FIXATION SYSTEM III_CROSS LINK,EDEN 척추 고정 시스템 III_CROSS LINK
ENDOTRACHEAL TUBE STANDARD UNCUFFED TYPE,기관내관 표준 비커프형
SKULL BUTTON,해골 버튼
MULTI-FIX LOCKING CORTICAL SCREW (MINI),다중 고정 잠금 코르티컬 나사(미니)
ENDO GIA UNIVERSAL,엔도 지아 유니버설
METIS CAST,메티스 캐스트
NEURO MID PLATE,뉴로 미드 플레이트
BONASTENT FOR ESOPHAGEAL,식도에 대한 BONASTENT
VANGUARD FEMORAL COMPONENTS,뱅가드 대퇴 구성요소
STANDARD OCCLUSION BALLOON CATHETER,표준 교합 풍선 카테터
NEURO PATCH,신경패치
WHOLE ULNA,척골 전체
TRAUMA PLATE SYSTEM -SMALL T-OBLIQUE PLATE,외상 플레이트 시스템 - 작은 T-비스듬한 플레이트
TRANSVENE LEAD,트랜스벤 리드
LOCKABLE HINGE PLATE,잠금 가능한 힌지 플레이트
PORTAL VEIN,문맥
"INNO FIXTURE(EXT, P/M, RBM)","INNO FIXTURE(EXT, P/M, RBM)"
BIO-ONE STEP 335,바이오원 STEP 335
"HANKILTECH, RECONSTRUCTION PLATE 2.7","한일테크, RECONSTRUCTION PLATE 2.7"
ANGLED ABUTMENT [MN/ST],각진 어버트먼트 [MN/ST]
AMADEUS SUPERCROSS RX CORONARY DILATATION CATHETER,AMADEUS SUPERCROSS RX 관상동맥 확장 카테터
POLLY HORIZONTAL CROSSBAR. COMP,폴리 수평 크로스바. COMP
FEMUR/TIBIA/FIBULA PLATE,대퇴골/경골/비골판
APIS SLEEVE FOR BEADED CABLE,비드 케이블용 APIS 슬리브
ZERO SUB CEMENTED,제로 서브 시멘트화
TAMARISK CJ CAGE,타마리스크 CJ 케이지
PRISMAFLEX HF20 SET,프리즈마플렉스 HF20 세트
LATITUD HIP REPLACEMENT SYSTEM MODULAR FEMORAL HEAD,위도 고관절 교체 시스템 모듈형 대퇴골두
ENDOTRACHEAL TUBE POLAR PREFORMED SOUTH ORAL CUFFED,기관내관 극성 미리 형성된 남쪽 구강 커프
SSII SA,SSII SA
SAUVAGE FILAMENTOUS DACRON FABRIC PATCH,SAUVAGE 필라멘트 DACRON 패브릭 패치
FOR BURNS,화상의 경우
MICROSTREAM,마이크로스트림
RENODERM,리노덤
TROPIAN WOUND RETRACTOR,트로피안 상처 견인기
ACUFLEX F60A,에이큐플렉스 F60A
REUSABLE GRASPER & RETREIVER,재사용 가능한 파악 및 리트리버
NEOCARE SET,네오케어 세트
VISTA BRITE TIP PTCA GUIDING CATHETER,VISTA BRITE TIP PTCA 가이드 카테터
APIS DISTAL ULNA LOCKING PLATE,APIS 원위 척골 잠금 플레이트
THREADED STEINMANN PIN,스레드형 슈타인만 핀
BROS ALIF CAGE,브라더스 알리프 케이지
METRO TRACER GUIDE WIRE,메트로 트레이서 가이드 와이어
RADIOMATE,라디오메이트
TRILOGY HA/TCP CUP,트릴로지 HA/TCP 컵
SCORPIO OSTEONICS SERIES 7000 MODULAR FEMUR COMPONENT,SCORPIO Osteonics 시리즈 7000 모듈식 대퇴골 구성품
DURATA DF4 LEAD MRI,DURATA DF4 리드 MRI
APIS 3.5 SMALL DCP PLATE,APIS 3.5 소형 DCP 플레이트
DVR MULTIDIRECTIONAL THREADED PEG SCREW,DVR 다방향 스레드 페그 나사
IT PRE ANGLED ABUTMENT,IT 프리 앵글 어버트먼트
TENDRIL MRI,텐드릴 MRI
CANNULATED CORTICAL LAG SCREW,캐뉼러 피질 지연 나사
DARCO SCREW TI NON LOCK SCREW 2.7,DARCO 나사 TI 잠금 나사 없음 2.7
HEADWAY 21 MICROCATHETER (156CM),HEADWAY 21 마이크로카테터(156CM)
EX-IV SET,EX-IV 세트
FIRSTCHOICE DRAINABLE POUCH,Firstchoice 배수 가능한 파우치
IVIC LINE FILTER(1.2㎛),IVIC 라인필터(1.2㎛)
FEMUR SHAFT,대퇴골 샤프트
HUMETRON STABILIZER 1.0,휴메트론 안정제 1.0
APIS ROLL WIRE,APIS 롤 와이어
TRILOGY CUP,트릴로지 컵
LOSPA CHOREN FEMORAL PAD,LOSPA CHOREN 대퇴 패드
RENEGADE STC-18 MICROCATHETER,RENEGADE STC-18 마이크로카테터
CEMENTED ABUTMENT,시멘트 어버트먼트
UF HSA FIXTURE,University of Florida의 HSA 고정물
SYNERGY STENT SYSTEM,시너지 스텐트 시스템
PEEKPOWER PLATE CORTICAL COMPRESSION SCREW,PEEKPOWER 플레이트 피질 압축 나사
CORTICOCANCELLOUS,피질해소성
DONOR TREPHINE VACCUM PUNCH,기증자 TREPHINE 진공 펀치
MICRO FILTER,마이크로 필터
KYPHON HV-R BONE CEMENT,KYPHON HV-R 뼈 시멘트
DYNAMESH-PRR SOFT,DYNAMESH-PRR 소프트
LACRIMAL EFFICIENCY TEST,눈물 효능 테스트
IVY AIR MENISCAL REPAIR DEVICE,IVY AIR MENISCAL 수리 장치
VERTEX SELECT RECONSTRUCTION SYSTEM-CONNECTOR,정점 선택 재구성 시스템 커넥터
ENDOFIX CROSS LINK SET,엔도픽스 크로스링크 세트
FRABONE C,프라본C
APPROACH CTO WIRE GUIDE,접근 방식 CTO 와이어 가이드
CS-VAC MIXING SYRINGE SYSTEM,CS-VAC 혼합 주사기 시스템
PPS CERVICAL PLATE SET,PPS 경추 플레이트 세트
EX-PAD AED ELECTRODE,EX-PAD AED 전극
SJM TAILOR ANNUROPLASTY RING,SJM TAILOR 척추성형술 반지
ACCUPASS,아큐패스
LATITUD HIP REPLACEMENT SYSTEM MODULAR LINER,LATITUD 고관절 교체 시스템 모듈식 라이너
EP-FIT PLUS PE INSERT,EP-FIT 플러스 PE 인서트
VIEWFLEX XTRA ICE CATHETER,VIEWFLEX XTRA 얼음 카테터
ELECT FOAM NA,ELECT FOAM NA
CELSIUS RMT ABLATION CATHETER,섭씨 RMT 절제 카테터
ANGLED ABUTMENT(II),앵글 어버트먼트(II)
GT300,GT300
TIBIA PROXIMAL,경골 근위부
SUREOSS-FDBA POWDER,SUREOSS-FDBA 분말
APIS SPIKED WASHER,APIS 스파이크 와셔
TROCHANTER CABLE GRIP,전자 케이블 그립
TRACER HYBRID GUIDE WIRE,트레이서 하이브리드 가이드 와이어
TURBO JECT PICC CATHETER SET -SINGLE LUMEN,TURBO JECT PICC 카테터 세트 - 단일 루멘
CLEANLANT(EXT)-RBM,세정제(EXT)-RBM
PRELUDE SNAP SPLITTABLE SHEATH INTRODUCER,PRELUDE SNAP 분리형 외장 소개자
BIO-SWIVELOCK,바이오스위브락
TRICUSPID VALVE,삼첨판
MULTI FIX CORTICAL SCREW,다중 고정 피질 나사
SWANSON FINGER JOINT IMPLANT,SWANSON 손가락 관절 임플란트
I-FLEX,아이플렉스
LIGHT SMALL SELF COMPRESSING PLATE,가볍고 작은 자체 압축 플레이트
OPS PLATE,OPS 플레이트
THORACIC TROCAR SLEEVE,흉부 트로카 슬리브
ALVIGUIDE CARDIOVASCULAR GUIDING CATHETER,ALVIGUIDE 심혈관 유도 카테터
IV FILTER LINE(PUR),IV 필터라인(PUR)
LOCKING CORTICAL SCREW,잠금 코르티컬 나사
FEMUR SHAFT PROXIMAL W/ HEAD,머리가 있는 근위 대퇴골 샤프트
"OCTO PORT(OT301,OT302,OT501)","옥토포트(OT301,OT302,OT501)"
VARIAX LOCKING CALCANEAL PLATE,VARIAX 잠금 종골 플레이트
SOLID CANNULA,고체 캐뉼라
FREEYU,프리유
ULTRA-MICRO CENTER DRIVE SCREW,울트라 마이크로 센터 드라이브 나사
GR-2000,GR-2000
4CIS PEEK ALIF CAGE,4CIS 픽 알리프 케이지
APIS DRLP(DISTAL RADIUS LOCKING PLATE),APIS DRLP(원위 반경 잠금 플레이트)
NPLL,NPLL
CENTRIFUGAL PUMP HEAD,원심 펌프 헤드
EASY FIXTURE EF2,쉬운 고정 장치 EF2
CO2 SAMPLING LINES,CO2 샘플링 라인
ECOFIT CUP EPORE CEMENTLESS,에코핏 컵 에포레 시멘트리스
IVALON,이발론
PERIDOT TPLIF PEEK CAGE,페리도트 TPLIF 픽 케이지
NHC CAST,NHC캐스트
FAST-CATH GUIDING INTRODUCER,패스트캣 가이드 소개자
MUTARS HUMERUS STEM CEMENTLESS,무타르 상완골 줄기 시멘트 없음
